ml_item_id,sku,produto_id,status,titulo,categoria,tipo_atual,prazo_atual,origem_comprovada,prazo_proposto,unidade,fonte,evidencia_em,pendencia,acao,doze_meses_sem_evidencia,observado_em
MLB4773178955,VTK009686,b95b6117-6ac8-45a7-9d98-a78009044df3,active,Banco Para Bateria Dt 3 New York Preto,MLB45628,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.228Z
MLB4773176491,VTK009677,5ddff63d-75c3-4aef-a1dd-ed970bc6956e,active,Violino Al 1410 4/4 Alan Com Case Arco Breu Cavalete,MLB72776,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.223Z
MLB4773176129,VTK009676,fb0609e0-9529-4054-885e-9053c436bfe0,active,Escaleta Melódica 37 Teclas Azul New York Azul,MLB271075,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.070Z
MLB4773175741,VTK009674,a3ad4f48-5c14-46b3-be30-e023e149de6f,active,Prato De Ataque Para Bateria 18  New York,MLB5354,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.399Z
MLB4773142599,VTK009687,18cbbbfe-d896-4292-a330-bf68c8560390,active,Escaleta Melódica 32 Teclas Azul New York Azul,MLB271075,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.395Z
MLB4773141599,VTK009681,b3db3038-9f90-43a9-908f-195a550ae986,active,Microfone Sem Fio Tk V202 Vhf Onyx,MLB456230,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.555Z
MLB4773140039,VTK009678,baa5b567-fe82-4e29-b9e7-cf1391c57508,active,Microfone Dinâmico Com Fio Tk 22c Onyx,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.592Z
MLB4773138349,VTK009671,0696dee4-7c26-4a7c-b5d8-0170e6e491fe,active,Trompete Tp 200 Laqueado Dourado Com Case New York Dourado,MLB45639,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.927Z
MLB4773137499,VTK009665,eec3f3d7-f7f3-40c6-b127-2fe99db3f3e9,active,Estante De Caixa Para Bateria Ss 1 New York Prateado,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.757Z
MLB4773133389,VTK009703,5a90db6b-b9ff-4f12-b76a-d530be883c4b,active,Estante Para Pratos Girafa Cs 5 Com Contra Peso New York,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.758Z
MLB4773133041,VTK009700,f566a282-da86-42b6-9e54-a2cacf50a737,active,Viola Clássica De Arco Al 1310 4/4 Alan Com Case Arco Breu C,MLB433439,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:06.917Z
MLB4773132737,VTK009699,4aa84fb4-bd28-495e-a1b9-cd9fc3dd2df9,active,Violão Clássico De Nylon Para Destros Verniz Brilhante Com T,MLB432320,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.480Z
MLB4773130907,VTK009692,de8e68dd-038c-40eb-9880-faa6d78f9ec2,active,Flauta Transversal Fl 200es Prateada Com Case New York Prateado,MLB4612,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.260Z
MLB4773130609,VTK009690,13022996-5797-4d2a-84e0-503c8eca72a7,active,Estante Girafa Cs 1 Para Pratos De Bateria New York Prateado,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.100Z
MLB4773129795,VTK009682,67bdd557-62bd-4c4e-b2e3-dd8911186cf6,active,Microfone Sem Fio Duplo Tk U220 Uhf Onyx,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.104Z
MLB4773129109,VTK009680,c697a67d-8626-421b-b51c-77890801bf52,active,Microfone Dinâmico Com Fio Tk 58c Onyx,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.644Z
MLB4773128165,VTK009679,12dc0a6d-6488-4e2d-a7f9-b891bafd718c,active,Microfone Dinâmico Com Fio Tk 51c Onyx,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.652Z
MLB4773125633,VTK009666,19df398f-dd8a-47c0-9f21-b07c27c14f67,active,Pedal De Bumbo Bp 1 Cromado New York,MLB9699,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.026Z
MLB4772970809,VTK009688,bf4c1c5b-341d-470c-b9d3-ef134e68d9a3,active,Encordoamento Violão Aço 012 Phosphor Bronze 203l Thomaz,MLB278076,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:07.650Z
MLB6978727712,VTK009679,12dc0a6d-6488-4e2d-a7f9-b891bafd718c,active,Microfone Dinâmico Com Fio Tk 51c Onyx Preto,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.181Z
MLB4786791051,VTK009680,c697a67d-8626-421b-b51c-77890801bf52,active,Microfone Com Fio Tk 58c Onyx Preto,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.187Z
MLB4786790443,VTK009703,5a90db6b-b9ff-4f12-b76a-d530be883c4b,active,Estante Para Pratos Cs5 New York,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.194Z
MLB4786790373,VTK009665,eec3f3d7-f7f3-40c6-b127-2fe99db3f3e9,active,Estante Suporte New York Ss1 Cromada Para Caixa De Bateria,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.186Z
MLB4786789975,VTK009687,18cbbbfe-d896-4292-a330-bf68c8560390,active,Escaleta Melodica 32 Teclas Azul New York,MLB271075,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.349Z
MLB4786789421,VTK009673,b7074670-75ab-401c-a230-6105c4ec607d,active,Par De Pratos Chimbal P Bateria 14 Liga Latão Brass New York Cor Dourado,MLB5354,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.348Z
MLB4786778315,VTK009682,67bdd557-62bd-4c4e-b2e3-dd8911186cf6,active,Microfone Onyx Sem Fio Tk-u220 Uhf Cor Preto,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.354Z
MLB4786777951,VTK009692,de8e68dd-038c-40eb-9880-faa6d78f9ec2,active,Flauta Transversal Fl 200es Prateada Com Case New York Cor Prateado,MLB4612,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.358Z
MLB4786777421,VTK009678,baa5b567-fe82-4e29-b9e7-cf1391c57508,active,Microfone Dinâmico Com Fio Tk 22c Onyx Preto,MLB4469,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.517Z
MLB4786777235,VTK009677,5ddff63d-75c3-4aef-a1dd-ed970bc6956e,active,Violino Al 1410 4/4 Alan Com Case Arco Breu Cavalete Marrom,MLB72776,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.521Z
MLB4786777173,VTK009686,b95b6117-6ac8-45a7-9d98-a78009044df3,active,Banco Redondo New York Dt3 Ferragens Cromadas Para Bateria,MLB45628,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.524Z
MLB4786772139,VTK003694,f5ed76b1-af7c-4d2b-b8bb-35e9e74e9d11,active,Encordoamento Elixir Extra Light Violão Aço 10/47 Bronze 80/20,MLB278076,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.513Z
MLB4786766415,VTK009690,13022996-5797-4d2a-84e0-503c8eca72a7,active,Estante De Prato New York - Cs 1,MLB9678,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.696Z
MLB4786765943,VTK009671,0696dee4-7c26-4a7c-b5d8-0170e6e491fe,active,Trompete New York Tp 200 Sib (bb) Com Acabamento Laqueado Inclui Estojo - Cor Dourado,MLB45639,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.687Z
MLB4786765399,VTK009693,693f55e0-4401-44f4-8fc4-2c44cfd124cd,active,Clarinete Alto Ny Preto Fosco 17 Chaves Sib Níquel Cl200 Com Estojo Niquelado,MLB6812,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.697Z
MLB4786757691,VTK009674,a3ad4f48-5c14-46b3-be30-e023e149de6f,active,Prato De Ataque Para Bateria 18 New York,MLB5354,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.685Z
MLB6984996878,VTK000065,ba4f319f-0b59-4dec-8e24-4a6d58aad349,active,Par Caixas Jbl C521p 40w Rms Passivas 2 Un Preto,MLB3378,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.087Z
MLB6984929310,VTK000065,ba4f319f-0b59-4dec-8e24-4a6d58aad349,active,Caixa Passiva Para Som Ambiente Jbl C521p Cor Preto (par),MLB3378,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.015Z
MLB4799211343,VTK009666,19df398f-dd8a-47c0-9f21-b07c27c14f67,active,Pedal De Bumbo New York Bp 1,MLB9699,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:08.854Z
MLB7010058418,VTK000492,f0b1f284-d5eb-4eb4-9831-1379a4bfe58e,active,Ventilador Coluna Ventisol Turbo 6 40cm 220v Bronze 40 Cm 60 Hz Bronze 220v Plástico 6,MLB1645,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.007Z
MLB7009939716,VTK000021,2d01d838-97d2-4d70-816a-4eafef68c286,active,Bateria Selada Unipower Up12120 12v 12ah Vrla,MLB57843,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.397Z
MLB7009932794,VTK000475,c0aca4b3-e5d6-43b3-8e99-780ca2af64bf,active,Ventilador Parede Ventisol Monta Fácil 50cm 6 Pás 50 Cm Preto 220v 6,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:43c0a42b-fcb4-46b1-a2ef-8c338630d03a:descricao,2026-09-05T23:49:23.933+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:11:09.256Z
MLB7009927448,VTK000132,2fd6e9ee-a246-429f-952b-44f531b0c703,active,Bateria Estacionaria Selada 12v 9ah Unipower,MLB57843,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.397Z
MLB7009921386,VTK000185,d2435385-d9b1-4485-ac66-bd838343790f,active,Bateria Estacionária Selada 6v 12ah Vrla Up6120 Unipower,MLB57843,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.397Z
MLB7009920192,VTK000153,8087bbbd-151f-4836-bf56-4905ef1f645a,active,Ventilador Parede Ventisol New 60cm 220v Preto 60 Cm Preto 220v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f66f58e9-0207-4e3c-b988-30741172a542:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:11:09.565Z
MLB7009915854,VTK000076,d7b1c35a-5830-49ea-8260-634d280d4197,active,Par Caixas Jbl C521b 40w Rms Passivas Brancas 2 Un Branco,MLB11507,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.563Z
MLB7009884118,VTK000346,6406a350-c29d-4f27-9c79-a42b7d99c17f,active,Ventilador Coluna Ventisol Turbo 6 40cm 220v 40 Cm Preto 220v 6,MLB1645,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.564Z
MLB7009879390,VTK000055,8b7b07cc-84aa-416d-ac6e-25662bb1aa2b,active,Patch Panel Furukawa Sohoplus Cat5e 24 Portas T568a/b,MLB100698,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.715Z
MLB7009878740,VTK000174,a6a6705e-ba78-40c0-a167-8775c7e3e321,active,Par Caixas Jbl C321p Passivas 30w Rms Pretas Preto,MLB11507,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.876Z
MLB7009875704,VTK000419,2690af02-d248-4925-a219-b105eae9a6ff,active,Base Cooler Notebook C3tech Nbc-50bk 2 Fans Preto Azul,MLB54182,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.271Z
MLB7009323242,VTK000041,68039e87-f0e2-4427-967d-eeef28989f63,active,Encordoamento Violão Nylon D'addario Ej27n Tensão Normal,MLB278076,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:09.873Z
MLB7009318968,VTK000244,908597bc-ffb3-4481-a8ac-fe59607034be,active,Antena Externa Tv 4 Em 1 Vhf/uhf/fm/hdtv Dtv-3000 Aquário,MLB44572,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:e9e58c6e-a022-49fe-af6c-0acb1262d089:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:11:10.046Z
MLB7009017476,VTK009749,75c90dcb-f4a3-49fc-80cc-a6bd5339a836,active,Violão Acústico De Aço Para Destros Com Tensor Tcg 390 A Ama Amarelo Destro Nogueira,MLB3016,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.598Z
MLB7009017380,VTK009750,118c8215-673e-492a-a4be-3e9444c614fc,active,Violão Eletroacústico Kids De Nylon Tcg 360 Eq Natural Thoma Natural Destro Nogueira,MLB3016,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.598Z
MLB7009017154,VTK000145,5aae3e17-5cbd-405d-a298-66474014385e,active,Mesa De Som Yamaha Mg06x 6 Canais Bivolt Preta 127/220v,MLB29281,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.602Z
MLB7009016324,VTK009736,807c0e49-1543-45e9-8dea-1065587783c2,active,Guitarra Elétrica Thomaz Teg 310 Natural Destro Natural Pau-rosa,MLB438516,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.450Z
MLB7009015836,VTK009721,753e798a-acd4-4b91-bc1f-16ceefbea7b4,active,"Bag Para Acordeon, Sanfona, Gaita 48 Baixos Thommasi Preto",MLB278087,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.922Z
MLB7009013866,VTK000247,983116be-faa8-4817-8dde-af97cd7c2c47,active,Monitor Estúdio Yamaha Hs5 Ativo 70w 5 Polegadas 110v Branco,MLB45313,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.915Z
MLB4801397717,VTK000132,2fd6e9ee-a246-429f-952b-44f531b0c703,active,"Bateria Selada Vrla 12v 9,0ah F187 Up1290 Unipower",MLB57843,Garantia de fábrica,12 meses,,,,,,GARANTIA_CLASSIFICACAO_DURABILIDADE_PENDENTE,VALIDAR_EVIDENCIA,True,2026-09-06T03:11:10.762Z
